UID,Round,Choice,Profile_Gender,Profile_Caste,Profile_Party,Profile_PG,Profile_Promise,conjoint_choice,respondent_state,respondent_gender,respondent_age,respondent_co_ethnic
KBTI,2,A,Male,OBC,JMM,Good Roads,Economy,0,Jharkhand,male,29,0
KBTI,2,B,Female,OBC,BJP,Bad Roads,Economy,1,Jharkhand,male,29,0
KBTI,1,A,Male,SC,JMM,Good Roads,Economy,1,Jharkhand,male,29,1
KBTI,1,B,Male,OBC,BJP,Good Roads,Patronage,0,Jharkhand,male,29,0
KCYN,1,B,Female,Forward,BJP,Good Roads,Economy,1,Jharkhand,male,30,0
KCYN,1,A,Female,Forward,BJP,Bad Roads,Economy,0,Jharkhand,male,30,0
KCYN,2,B,Female,OBC,JMM,Bad Roads,Economy,1,Jharkhand,male,30,1
KCYN,2,A,Male,Forward,JMM,Good Roads,Patronage,0,Jharkhand,male,30,0
KDJM,1,B,Male,Forward,JMM,Bad Roads,Patronage,0,Jharkhand,male,40,0
KDJM,2,A,Female,SC,BJP,Good Roads,Economy,0,Jharkhand,male,40,1
KDJM,2,B,Male,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,40,0
KDJM,1,A,Male,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,40,0
KDNI,1,A,Female,OBC,BJP,Good Roads,Economy,0,Jharkhand,male,25,0
KDNI,1,B,Male,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,25,0
KDNI,2,B,Male,OBC,BJP,Good Roads,Economy,0,Jharkhand,male,25,0
KDNI,2,A,Female,Forward,BJP,Good Roads,Patronage,1,Jharkhand,male,25,0
KEEO,2,A,Male,SC,JMM,Bad Roads,Economy,1,Jharkhand,male,45,0
KEEO,1,B,Female,SC,BJP,Good Roads,Economy,0,Jharkhand,male,45,0
KEEO,1,A,Male,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,45,0
KEEO,2,B,Female,Forward,JMM,Bad Roads,Economy,0,Jharkhand,male,45,0
KEEY,1,A,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,female,76,0
KEEY,2,A,Male,OBC,JMM,Bad Roads,Economy,1,Jharkhand,female,76,1
KEEY,1,B,Male,SC,JMM,Bad Roads,Economy,1,Jharkhand,female,76,0
KEEY,2,B,Male,SC,BJP,Bad Roads,Economy,0,Jharkhand,female,76,0
KEML,2,A,Female,Forward,BJP,Bad Roads,Economy,0,Jharkhand,female,55,0
KEML,1,B,Female,OBC,INC,Good Roads,Patronage,1,Jharkhand,female,55,0
KEML,2,B,Female,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,female,55,0
KEML,1,A,Male,SC,INC,Bad Roads,Economy,0,Jharkhand,female,55,1
KFHJ,1,B,Male,SC,JMM,Good Roads,Economy,1,Jharkhand,female,38,1
KFHJ,2,B,Female,Forward,JMM,Good Roads,Economy,1,Jharkhand,female,38,0
KFHJ,1,A,Male,SC,JMM,Bad Roads,Patronage,0,Jharkhand,female,38,1
KFHJ,2,A,Female,SC,INC,Bad Roads,Patronage,0,Jharkhand,female,38,1
KFKO,2,A,Female,Forward,BJP,Good Roads,Economy,0,Jharkhand,male,43,0
KFKO,2,B,Male,Forward,BJP,Good Roads,Patronage,1,Jharkhand,male,43,0
KFKO,1,B,Female,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,43,0
KFKO,1,A,Female,SC,INC,Bad Roads,Patronage,1,Jharkhand,male,43,0
KFXV,2,B,Male,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,26,0
KFXV,2,A,Female,SC,BJP,Good Roads,Patronage,0,Jharkhand,male,26,0
KFXV,1,B,Female,OBC,JMM,Good Roads,Patronage,0,Jharkhand,male,26,0
KFXV,1,A,Male,OBC,INC,Good Roads,Patronage,1,Jharkhand,male,26,0
KGJL,1,A,Male,SC,INC,Bad Roads,Economy,1,Jharkhand,female,39,0
KGJL,1,B,Female,OBC,BJP,Bad Roads,Economy,0,Jharkhand,female,39,1
KGJL,2,A,Female,SC,JMM,Good Roads,Patronage,1,Jharkhand,female,39,0
KGJL,2,B,Female,OBC,BJP,Bad Roads,Economy,0,Jharkhand,female,39,1
KGMS,1,A,Female,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,35,1
KGMS,1,B,Male,SC,INC,Bad Roads,Patronage,1,Jharkhand,male,35,1
KGMS,2,B,Female,OBC,BJP,Bad Roads,Economy,1,Jharkhand,male,35,0
KGMS,2,A,Male,SC,JMM,Good Roads,Economy,0,Jharkhand,male,35,1
KGPU,2,B,Male,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,38,1
KGPU,1,A,Female,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,38,1
KGPU,1,B,Female,SC,JMM,Good Roads,Economy,1,Jharkhand,male,38,0
KGPU,2,A,Male,OBC,JMM,Bad Roads,Economy,0,Jharkhand,male,38,0
KHIM,1,B,Male,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,23,0
KHIM,1,A,Male,Forward,BJP,Good Roads,Economy,1,Jharkhand,male,23,0
KHIM,2,A,Male,SC,JMM,Good Roads,Economy,1,Jharkhand,male,23,1
KHIM,2,B,Male,OBC,BJP,Bad Roads,Economy,0,Jharkhand,male,23,0
KHLI,2,B,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,58,0
KHLI,1,A,Female,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,58,1
KHLI,2,A,Male,SC,BJP,Good Roads,Economy,0,Jharkhand,male,58,0
KHLI,1,B,Male,SC,BJP,Bad Roads,Economy,0,Jharkhand,male,58,0
KHPU,1,B,Male,SC,JMM,Bad Roads,Economy,0,Jharkhand,female,57,0
KHPU,2,A,Male,OBC,INC,Good Roads,Economy,1,Jharkhand,female,57,1
KHPU,1,A,Male,SC,BJP,Good Roads,Economy,1,Jharkhand,female,57,0
KHPU,2,B,Female,Forward,BJP,Bad Roads,Economy,0,Jharkhand,female,57,0
KHXM,2,B,Female,OBC,BJP,Good Roads,Economy,0,Jharkhand,female,47,0
KHXM,2,A,Female,OBC,JMM,Bad Roads,Economy,1,Jharkhand,female,47,0
KHXM,1,A,Female,Forward,INC,Good Roads,Economy,1,Jharkhand,female,47,1
KHXM,1,B,Female,OBC,BJP,Good Roads,Patronage,0,Jharkhand,female,47,0
KIOL,1,A,Male,SC,BJP,Bad Roads,Economy,1,Jharkhand,female,30,1
KIOL,2,A,Female,SC,INC,Good Roads,Patronage,0,Jharkhand,female,30,1
KIOL,2,B,Male,Forward,BJP,Bad Roads,Economy,1,Jharkhand,female,30,0
KIOL,1,B,Female,OBC,BJP,Bad Roads,Economy,0,Jharkhand,female,30,0
KJJL,1,A,Male,SC,INC,Bad Roads,Economy,0,Jharkhand,female,45,0
KJJL,2,A,Male,OBC,BJP,Good Roads,Patronage,0,Jharkhand,female,45,1
KJJL,1,B,Female,Forward,INC,Bad Roads,Patronage,1,Jharkhand,female,45,0
KJJL,2,B,Male,OBC,INC,Good Roads,Patronage,1,Jharkhand,female,45,1
KJRC,2,A,Female,Forward,INC,Bad Roads,Economy,0,Jharkhand,female,56,0
KJRC,2,B,Male,OBC,BJP,Good Roads,Economy,1,Jharkhand,female,56,0
KJRC,1,A,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,female,56,1
KJRC,1,B,Male,Forward,BJP,Bad Roads,Patronage,1,Jharkhand,female,56,0
KJWP,2,A,Female,Forward,INC,Bad Roads,Patronage,0,Jharkhand,female,28,0
KJWP,2,B,Female,Forward,INC,Bad Roads,Economy,1,Jharkhand,female,28,0
KJWP,1,B,Female,OBC,INC,Good Roads,Economy,0,Jharkhand,female,28,0
KJWP,1,A,Female,SC,BJP,Bad Roads,Economy,1,Jharkhand,female,28,1
KKKC,1,B,Male,Forward,JMM,Bad Roads,Patronage,1,Bihar,male,35,0
KKKC,2,A,Male,SC,INC,Bad Roads,Patronage,1,Bihar,male,35,0
KKKC,2,B,Female,Forward,INC,Bad Roads,Patronage,0,Bihar,male,35,0
KKKC,1,A,Male,OBC,BJP,Good Roads,Economy,0,Bihar,male,35,1
KKKD,1,A,Female,SC,BJP,Good Roads,Patronage,1,Jharkhand,female,40,0
KKKD,2,A,Male,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,female,40,1
KKKD,1,B,Male,OBC,INC,Bad Roads,Patronage,0,Jharkhand,female,40,1
KKKD,2,B,Male,SC,BJP,Bad Roads,Economy,1,Jharkhand,female,40,0
KKSS,1,B,Male,SC,JMM,Bad Roads,Economy,0,Jharkhand,male,60,0
KKSS,2,A,Male,OBC,BJP,Good Roads,Economy,0,Jharkhand,male,60,0
KKSS,1,A,Female,OBC,BJP,Good Roads,Patronage,1,Jharkhand,male,60,0
KKSS,2,B,Male,Forward,INC,Good Roads,Economy,1,Jharkhand,male,60,1
KLAW,2,A,Female,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,22,0
KLAW,1,B,Female,Forward,INC,Good Roads,Economy,0,Jharkhand,male,22,0
KLAW,1,A,Female,SC,BJP,Bad Roads,Economy,1,Jharkhand,male,22,1
KLAW,2,B,Male,OBC,INC,Good Roads,Patronage,1,Jharkhand,male,22,0
KLCS,2,B,Male,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,62,0
KLCS,1,B,Female,OBC,JMM,Good Roads,Economy,0,Jharkhand,male,62,0
KLCS,1,A,Male,Forward,INC,Good Roads,Economy,1,Jharkhand,male,62,0
KLCS,2,A,Male,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,62,0
KLFD,1,B,Male,SC,JMM,Bad Roads,Patronage,0,Jharkhand,male,45,0
KLFD,1,A,Female,Forward,BJP,Bad Roads,Economy,0,Jharkhand,male,45,0
KLFD,2,B,Female,SC,JMM,Good Roads,Economy,0,Jharkhand,male,45,0
KLFD,2,A,Male,Forward,BJP,Bad Roads,Economy,0,Jharkhand,male,45,0
KLOH,1,B,Female,Forward,JMM,Good Roads,Patronage,0,Jharkhand,male,47,0
KLOH,2,A,Female,OBC,JMM,Bad Roads,Patronage,1,Jharkhand,male,47,0
KLOH,2,B,Male,Forward,INC,Good Roads,Patronage,0,Jharkhand,male,47,0
KLOH,1,A,Female,SC,INC,Good Roads,Economy,1,Jharkhand,male,47,1
KLSD,1,B,Male,OBC,INC,Good Roads,Economy,1,Jharkhand,female,45,1
KLSD,2,A,Male,SC,JMM,Bad Roads,Patronage,0,Jharkhand,female,45,0
KLSD,1,A,Female,Forward,INC,Good Roads,Patronage,0,Jharkhand,female,45,0
KLSD,2,B,Male,Forward,BJP,Bad Roads,Economy,1,Jharkhand,female,45,0
KMAD,1,A,Female,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,male,32,0
KMAD,2,B,Female,Forward,BJP,Bad Roads,Patronage,1,Jharkhand,male,32,0
KMAD,2,A,Female,OBC,JMM,Bad Roads,Economy,0,Jharkhand,male,32,0
KMAD,1,B,Female,OBC,INC,Good Roads,Economy,0,Jharkhand,male,32,0
KMEV,1,B,Female,SC,BJP,Good Roads,Economy,1,Jharkhand,male,22,0
KMEV,2,A,Female,Forward,INC,Bad Roads,Economy,0,Jharkhand,male,22,0
KMEV,2,B,Female,OBC,JMM,Bad Roads,Economy,1,Jharkhand,male,22,1
KMEV,1,A,Male,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,22,0
KMQL,1,A,Male,Forward,INC,Bad Roads,Economy,0,Jharkhand,female,44,1
KMQL,2,A,Male,Forward,BJP,Good Roads,Patronage,0,Jharkhand,female,44,1
KMQL,1,B,Male,Forward,BJP,Bad Roads,Patronage,1,Jharkhand,female,44,1
KMQL,2,B,Male,Forward,BJP,Good Roads,Patronage,1,Jharkhand,female,44,1
KMSF,1,A,Male,OBC,BJP,Bad Roads,Patronage,0,Jharkhand,female,57,0
KMSF,1,B,Female,Forward,BJP,Good Roads,Economy,1,Jharkhand,female,57,1
KMSF,2,A,Female,SC,JMM,Good Roads,Patronage,0,Jharkhand,female,57,0
KMSF,2,B,Female,SC,BJP,Bad Roads,Patronage,1,Jharkhand,female,57,0
KMTG,1,A,Female,SC,JMM,Bad Roads,Economy,0,Jharkhand,female,45,0
KMTG,1,B,Female,Forward,BJP,Good Roads,Patronage,1,Jharkhand,female,45,0
KMTG,2,B,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,female,45,0
KMTG,2,A,Female,SC,INC,Good Roads,Patronage,1,Jharkhand,female,45,0
KMVF,2,B,Female,SC,JMM,Bad Roads,Economy,0,Jharkhand,male,42,0
KMVF,1,A,Male,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,42,1
KMVF,2,A,Female,OBC,INC,Bad Roads,Economy,1,Jharkhand,male,42,1
KMVF,1,B,Male,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,42,0
KNBM,2,A,Male,SC,BJP,Good Roads,Patronage,1,Jharkhand,male,22,1
KNBM,1,B,Male,OBC,INC,Good Roads,Economy,1,Jharkhand,male,22,0
KNBM,1,A,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,22,0
KNBM,2,B,Male,Forward,INC,Good Roads,Economy,0,Jharkhand,male,22,0
KNFB,2,A,Male,Forward,BJP,Bad Roads,Economy,0,Jharkhand,female,35,0
KNFB,1,B,Female,SC,JMM,Good Roads,Economy,1,Jharkhand,female,35,0
KNFB,1,A,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,female,35,1
KNFB,2,B,Female,SC,BJP,Bad Roads,Economy,1,Jharkhand,female,35,0
KOEP,2,A,Male,Forward,JMM,Good Roads,Economy,0,Jharkhand,male,22,1
KOEP,1,A,Female,Forward,JMM,Bad Roads,Economy,1,Jharkhand,male,22,1
KOEP,1,B,Male,Forward,BJP,Bad Roads,Economy,0,Jharkhand,male,22,1
KOEP,2,B,Male,OBC,INC,Good Roads,Economy,1,Jharkhand,male,22,0
KOHE,1,B,Female,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,35,0
KOHE,2,B,Female,Forward,BJP,Bad Roads,Economy,0,Jharkhand,male,35,0
KOHE,1,A,Female,OBC,BJP,Bad Roads,Economy,0,Jharkhand,male,35,1
KOHE,2,A,Male,SC,JMM,Good Roads,Economy,1,Jharkhand,male,35,0
KOMY,2,B,Female,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,50,1
KOMY,1,B,Female,Forward,BJP,Bad Roads,Economy,1,Jharkhand,male,50,0
KOMY,1,A,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,male,50,0
KOMY,2,A,Female,OBC,INC,Good Roads,Economy,1,Jharkhand,male,50,0
KOOV,1,B,Male,Forward,BJP,Good Roads,Economy,1,Jharkhand,male,70,0
KOOV,2,A,Male,OBC,JMM,Good Roads,Patronage,1,Jharkhand,male,70,1
KOOV,1,A,Male,OBC,JMM,Good Roads,Patronage,0,Jharkhand,male,70,1
KOOV,2,B,Female,Forward,BJP,Bad Roads,Patronage,0,Jharkhand,male,70,0
KORD,2,A,Male,Forward,INC,Good Roads,Patronage,0,Jharkhand,male,38,0
KORD,1,A,Male,SC,INC,Good Roads,Economy,1,Jharkhand,male,38,1
KORD,1,B,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,38,0
KORD,2,B,Female,SC,BJP,Good Roads,Patronage,1,Jharkhand,male,38,1
KOUY,2,B,Female,SC,INC,Bad Roads,Economy,0,Jharkhand,male,62,1
KOUY,1,A,Female,Forward,BJP,Good Roads,Economy,0,Jharkhand,male,62,0
KOUY,1,B,Female,OBC,INC,Bad Roads,Patronage,1,Jharkhand,male,62,0
KOUY,2,A,Female,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,62,1
KOWR,2,A,Male,Forward,INC,Good Roads,Patronage,1,Jharkhand,male,28,1
KOWR,1,A,Male,OBC,BJP,Good Roads,Patronage,1,Jharkhand,male,28,0
KOWR,2,B,Male,Forward,INC,Bad Roads,Patronage,0,Jharkhand,male,28,1
KOWR,1,B,Female,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,28,0
KPHB,2,A,Male,OBC,JMM,Good Roads,Economy,0,Jharkhand,female,45,1
KPHB,1,A,Male,SC,JMM,Good Roads,Patronage,0,Jharkhand,female,45,0
KPHB,1,B,Male,OBC,BJP,Bad Roads,Economy,1,Jharkhand,female,45,1
KPHB,2,B,Female,OBC,INC,Bad Roads,Patronage,1,Jharkhand,female,45,1
KPMU,2,A,Female,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,23,0
KPMU,1,B,Female,OBC,JMM,Good Roads,Patronage,0,Jharkhand,male,23,0
KPMU,1,A,Male,Forward,INC,Good Roads,Economy,1,Jharkhand,male,23,1
KPMU,2,B,Female,SC,JMM,Good Roads,Economy,1,Jharkhand,male,23,0
KPOK,1,A,Male,SC,BJP,Bad Roads,Patronage,1,Jharkhand,male,25,1
KPOK,1,B,Female,OBC,BJP,Good Roads,Patronage,0,Jharkhand,male,25,0
KPOK,2,B,Female,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,25,0
KPOK,2,A,Male,SC,BJP,Good Roads,Patronage,0,Jharkhand,male,25,1
KPPB,1,B,Female,OBC,JMM,Good Roads,Patronage,1,Jharkhand,male,27,0
KPPB,1,A,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,27,0
KPPB,2,B,Female,OBC,JMM,Good Roads,Patronage,1,Jharkhand,male,27,0
KPPB,2,A,Female,OBC,JMM,Good Roads,Economy,0,Jharkhand,male,27,0
KPRW,1,B,Male,OBC,BJP,Bad Roads,Economy,0,Jharkhand,female,37,0
KPRW,2,A,Male,SC,JMM,Good Roads,Patronage,0,Jharkhand,female,37,1
KPRW,1,A,Male,OBC,JMM,Bad Roads,Patronage,1,Jharkhand,female,37,0
KPRW,2,B,Male,Forward,INC,Good Roads,Economy,1,Jharkhand,female,37,0
KPYH,2,B,Female,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,60,1
KPYH,2,A,Female,SC,BJP,Good Roads,Patronage,1,Jharkhand,male,60,0
KPYH,1,A,Male,SC,BJP,Good Roads,Patronage,1,Jharkhand,male,60,0
KPYH,1,B,Female,SC,JMM,Bad Roads,Patronage,0,Jharkhand,male,60,0
KQVE,1,B,Female,Forward,JMM,Good Roads,Economy,0,Jharkhand,female,22,0
KQVE,2,A,Male,Forward,JMM,Good Roads,Economy,0,Jharkhand,female,22,0
KQVE,2,B,Male,SC,JMM,Good Roads,Economy,1,Jharkhand,female,22,1
KQVE,1,A,Female,SC,BJP,Good Roads,Patronage,1,Jharkhand,female,22,1
KRCD,2,B,Male,OBC,BJP,Good Roads,Economy,0,Jharkhand,male,53,0
KRCD,2,A,Female,SC,JMM,Bad Roads,Economy,1,Jharkhand,male,53,0
KRCD,1,A,Female,OBC,INC,Good Roads,Economy,1,Jharkhand,male,53,0
KRCD,1,B,Male,SC,JMM,Bad Roads,Economy,0,Jharkhand,male,53,0
KRFJ,2,A,Male,SC,JMM,Bad Roads,Patronage,0,Jharkhand,female,35,0
KRFJ,1,B,Female,OBC,JMM,Good Roads,Economy,1,Jharkhand,female,35,1
KRFJ,2,B,Female,OBC,INC,Good Roads,Patronage,1,Jharkhand,female,35,1
KRFJ,1,A,Female,Forward,BJP,Bad Roads,Economy,0,Jharkhand,female,35,0
KRPD,2,B,Male,Forward,INC,Good Roads,Economy,0,Jharkhand,male,22,0
KRPD,1,B,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,22,0
KRPD,1,A,Female,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,22,0
KRPD,2,A,Female,Forward,JMM,Good Roads,Economy,1,Jharkhand,male,22,0
KRQE,1,B,Male,SC,INC,Bad Roads,Economy,0,Jharkhand,male,28,1
KRQE,2,B,Male,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,male,28,0
KRQE,2,A,Male,SC,BJP,Good Roads,Economy,0,Jharkhand,male,28,1
KRQE,1,A,Male,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,28,1
KRRJ,2,B,Male,OBC,JMM,Bad Roads,Patronage,1,Jharkhand,female,65,0
KRRJ,1,B,Male,Forward,BJP,Bad Roads,Patronage,1,Jharkhand,female,65,0
KRRJ,1,A,Male,Forward,BJP,Bad Roads,Economy,0,Jharkhand,female,65,0
KRRJ,2,A,Female,OBC,JMM,Bad Roads,Patronage,0,Jharkhand,female,65,0
KSIT,2,A,Male,OBC,JMM,Good Roads,Economy,1,Jharkhand,male,23,1
KSIT,1,A,Female,Forward,JMM,Good Roads,Patronage,0,Jharkhand,male,23,0
KSIT,1,B,Male,OBC,JMM,Good Roads,Economy,1,Jharkhand,male,23,1
KSIT,2,B,Male,OBC,JMM,Bad Roads,Economy,0,Jharkhand,male,23,1
KSIW,1,A,Male,Forward,INC,Bad Roads,Economy,0,Jharkhand,male,26,0
KSIW,2,B,Female,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,26,0
KSIW,2,A,Male,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,26,0
KSIW,1,B,Female,Forward,BJP,Bad Roads,Economy,1,Jharkhand,male,26,0
KSPU,2,B,Male,OBC,INC,Good Roads,Economy,1,Jharkhand,male,35,0
KSPU,1,A,Male,SC,JMM,Bad Roads,Patronage,1,Jharkhand,male,35,1
KSPU,1,B,Male,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,35,0
KSPU,2,A,Female,SC,BJP,Bad Roads,Patronage,0,Jharkhand,male,35,1
KSSM,1,B,Female,OBC,JMM,Bad Roads,Economy,0,Jharkhand,male,45,0
KSSM,1,A,Female,Forward,JMM,Bad Roads,Economy,1,Jharkhand,male,45,0
KSSM,2,A,Male,Forward,BJP,Bad Roads,Economy,0,Jharkhand,male,45,0
KSSM,2,B,Female,Forward,JMM,Bad Roads,Economy,1,Jharkhand,male,45,0
KSWB,1,A,Female,SC,JMM,Bad Roads,Economy,1,Jharkhand,female,60,0
KSWB,2,B,Male,SC,JMM,Bad Roads,Economy,1,Jharkhand,female,60,0
KSWB,2,A,Male,SC,JMM,Good Roads,Economy,0,Jharkhand,female,60,0
KSWB,1,B,Female,SC,INC,Good Roads,Economy,0,Jharkhand,female,60,0
KSWU,2,B,Male,SC,JMM,Good Roads,Economy,1,Jharkhand,male,40,1
KSWU,1,A,Female,SC,JMM,Good Roads,Economy,0,Jharkhand,male,40,1
KSWU,2,A,Female,OBC,BJP,Good Roads,Patronage,0,Jharkhand,male,40,0
KSWU,1,B,Female,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,40,0
KTEB,2,B,Male,Forward,JMM,Bad Roads,Patronage,0,Jharkhand,male,55,0
KTEB,2,A,Female,SC,INC,Bad Roads,Patronage,1,Jharkhand,male,55,1
KTEB,1,B,Male,Forward,BJP,Bad Roads,Economy,0,Jharkhand,male,55,0
KTEB,1,A,Female,OBC,BJP,Good Roads,Economy,1,Jharkhand,male,55,0
KTEV,2,B,Male,OBC,INC,Bad Roads,Patronage,0,Jharkhand,female,45,1
KTEV,1,B,Female,SC,BJP,Good Roads,Patronage,0,Jharkhand,female,45,0
KTEV,1,A,Male,SC,BJP,Good Roads,Patronage,1,Jharkhand,female,45,0
KTEV,2,A,Male,SC,JMM,Bad Roads,Economy,1,Jharkhand,female,45,0
KTFJ,1,B,Female,OBC,BJP,Good Roads,Patronage,0,Jharkhand,male,60,1
KTFJ,1,A,Female,OBC,BJP,Good Roads,Patronage,1,Jharkhand,male,60,1
KTFJ,2,A,Male,Forward,JMM,Bad Roads,Patronage,1,Jharkhand,male,60,0
KTFJ,2,B,Male,Forward,JMM,Bad Roads,Economy,0,Jharkhand,male,60,0
KTNI,1,B,Male,OBC,JMM,Good Roads,Patronage,0,Jharkhand,male,35,0
KTNI,2,B,Female,SC,BJP,Bad Roads,Economy,1,Jharkhand,male,35,1
KTNI,1,A,Female,OBC,INC,Good Roads,Patronage,1,Jharkhand,male,35,0
KTNI,2,A,Male,OBC,JMM,Good Roads,Patronage,0,Jharkhand,male,35,0
KTNV,2,B,Male,Forward,BJP,Good Roads,Patronage,0,Jharkhand,male,48,0
KTNV,1,B,Male,SC,BJP,Good Roads,Economy,1,Jharkhand,male,48,1
KTNV,1,A,Female,SC,JMM,Bad Roads,Economy,0,Jharkhand,male,48,1
KTNV,2,A,Female,Forward,BJP,Bad Roads,Economy,1,Jharkhand,male,48,0
KTYG,2,B,Male,OBC,INC,Good Roads,Patronage,1,Jharkhand,female,48,1
KTYG,1,A,Female,SC,BJP,Good Roads,Economy,1,Jharkhand,female,48,0
KTYG,2,A,Male,OBC,BJP,Good Roads,Patronage,0,Jharkhand,female,48,1
KTYG,1,B,Male,OBC,INC,Good Roads,Patronage,0,Jharkhand,female,48,1
KUHY,1,A,Female,SC,JMM,Good Roads,Economy,1,Jharkhand,male,24,1
KUHY,2,A,Female,SC,INC,Good Roads,Economy,0,Jharkhand,male,24,1
KUHY,2,B,Female,SC,JMM,Good Roads,Patronage,1,Jharkhand,male,24,1
KUHY,1,B,Male,SC,BJP,Good Roads,Patronage,0,Jharkhand,male,24,1
KUKX,1,A,Female,Forward,JMM,Good Roads,Economy,0,Jharkhand,male,32,0
KUKX,2,B,Female,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,32,1
KUKX,2,A,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,male,32,1
KUKX,1,B,Female,SC,BJP,Bad Roads,Economy,1,Jharkhand,male,32,1
KULI,1,B,Male,SC,INC,Bad Roads,Economy,1,Jharkhand,male,23,0
KULI,1,A,Female,OBC,BJP,Good Roads,Economy,0,Jharkhand,male,23,1
KULI,2,A,Male,OBC,BJP,Bad Roads,Patronage,1,Jharkhand,male,23,1
KULI,2,B,Female,SC,BJP,Good Roads,Economy,0,Jharkhand,male,23,0
KUME,1,B,Female,OBC,INC,Good Roads,Economy,0,Jharkhand,male,22,1
KUME,2,B,Male,OBC,INC,Bad Roads,Economy,0,Jharkhand,male,22,1
KUME,1,A,Male,Forward,JMM,Bad Roads,Patronage,1,Jharkhand,male,22,0
KUME,2,A,Male,OBC,INC,Bad Roads,Economy,1,Jharkhand,male,22,1
KUMY,2,A,Male,Forward,JMM,Good Roads,Patronage,1,Jharkhand,female,60,0
KUMY,2,B,Female,Forward,INC,Good Roads,Patronage,0,Jharkhand,female,60,0
KUMY,1,A,Female,SC,BJP,Bad Roads,Patronage,1,Jharkhand,female,60,0
KUMY,1,B,Female,SC,JMM,Good Roads,Economy,0,Jharkhand,female,60,0
KUND,1,B,Male,SC,BJP,Bad Roads,Economy,0,Jharkhand,female,20,1
KUND,2,B,Male,SC,BJP,Bad Roads,Economy,0,Jharkhand,female,20,1
KUND,2,A,Male,Forward,JMM,Good Roads,Patronage,1,Jharkhand,female,20,0
KUND,1,A,Male,Forward,INC,Bad Roads,Patronage,1,Jharkhand,female,20,0
KURK,2,B,Male,SC,JMM,Good Roads,Economy,1,Jharkhand,female,75,0
KURK,1,B,Male,Forward,INC,Good Roads,Patronage,1,Jharkhand,female,75,0
KURK,2,A,Female,SC,INC,Bad Roads,Patronage,0,Jharkhand,female,75,0
KURK,1,A,Female,SC,JMM,Bad Roads,Economy,0,Jharkhand,female,75,0
KUSQ,1,B,Male,Forward,BJP,Good Roads,Economy,0,Jharkhand,male,50,0
KUSQ,1,A,Male,SC,BJP,Bad Roads,Economy,1,Jharkhand,male,50,0
KUSQ,2,A,Female,Forward,JMM,Good Roads,Patronage,1,Jharkhand,male,50,0
KUSQ,2,B,Male,SC,JMM,Good Roads,Patronage,0,Jharkhand,male,50,0
KUTB,2,A,Female,SC,JMM,Bad Roads,Patronage,1,Jharkhand,female,28,1
KUTB,1,B,Male,Forward,INC,Good Roads,Patronage,1,Jharkhand,female,28,0
KUTB,2,B,Male,SC,INC,Bad Roads,Patronage,0,Jharkhand,female,28,1
